stack_mode,position,villain_position,facing_action,hand_class,fold_freq,call_freq,raise_freq,raise_size,valid
100BB,CO,SB,ONE_RAISE,95o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,94o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,93o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,92o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,87o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,86o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,85o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,84o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,83o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,82o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,76o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,75o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,74o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,73o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,72o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,65o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,64o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,63o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,62o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,54o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,53o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,52o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,43o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,42o,0,0,0,NONE,0
100BB,CO,SB,ONE_RAISE,32o,0,0,0,NONE,0
100BB,CO,SB,THREE_BET,AA,0,20,80,2.2,1
100BB,CO,SB,THREE_BET,KK,0,13,87,2.2,1
100BB,CO,SB,THREE_BET,QQ,0,81,19,2.2,1
100BB,CO,SB,THREE_BET,JJ,0,73,27,2.2,1
100BB,CO,SB,THREE_BET,TT,0,94,6,2.2,1
100BB,CO,SB,THREE_BET,99,0,0,0,NONE,1
100BB,CO,SB,THREE_BET,88,0,97,3,2.2,1
100BB,CO,SB,THREE_BET,77,0,99,1,2.2,1
100BB,CO,SB,THREE_BET,66,0,97,3,2.2,1
100BB,CO,SB,THREE_BET,55,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,44,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,33,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,22,11,89,0,NONE,1
100BB,CO,SB,THREE_BET,AKs,0,66,34,2.2,1
100BB,CO,SB,THREE_BET,AQs,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,AJs,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,ATs,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,A9s,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,A8s,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,A7s,0,70,30,2.2,1
100BB,CO,SB,THREE_BET,A6s,0,80,20,2.2,1
100BB,CO,SB,THREE_BET,A5s,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,A4s,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,A3s,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,A2s,0,78,22,2.2,1
100BB,CO,SB,THREE_BET,KQs,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,KJs,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,KTs,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,K9s,0,68,32,2.2,1
100BB,CO,SB,THREE_BET,K8s,36,64,0,NONE,1
100BB,CO,SB,THREE_BET,K7s,27,57,16,2.2,1
100BB,CO,SB,THREE_BET,K6s,52,32,16,2.2,1
100BB,CO,SB,THREE_BET,K5s,42,22,36,2.2,1
100BB,CO,SB,THREE_BET,K4s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,K3s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,K2s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,QJs,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,QTs,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,Q9s,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,Q8s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q7s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q6s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q5s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q4s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q3s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q2s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,JTs,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,J9s,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,J8s,11,70,19,2.2,1
100BB,CO,SB,THREE_BET,J7s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J6s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J5s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J4s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J3s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J2s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T9s,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,T8s,0,98,2,2.2,1
100BB,CO,SB,THREE_BET,T7s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T6s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T5s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T4s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T3s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T2s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,98s,0,90,10,2.2,1
100BB,CO,SB,THREE_BET,97s,0,97,3,2.2,1
100BB,CO,SB,THREE_BET,96s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,95s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,94s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,93s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,92s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,87s,0,85,15,2.2,1
100BB,CO,SB,THREE_BET,86s,59,41,0,NONE,1
100BB,CO,SB,THREE_BET,85s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,84s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,83s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,82s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,76s,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,75s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,74s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,73s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,72s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,65s,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,64s,93,7,0,NONE,1
100BB,CO,SB,THREE_BET,63s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,62s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,54s,0,100,0,NONE,1
100BB,CO,SB,THREE_BET,53s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,52s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,43s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,42s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,32s,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,AKo,0,52,48,2.2,1
100BB,CO,SB,THREE_BET,AQo,0,89,11,2.2,1
100BB,CO,SB,THREE_BET,AJo,0,67,33,2.2,1
100BB,CO,SB,THREE_BET,ATo,80,0,20,2.2,1
100BB,CO,SB,THREE_BET,A9o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,A8o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,A7o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,A6o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,A5o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,A4o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,A3o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,A2o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,KQo,0,96,4,2.2,1
100BB,CO,SB,THREE_BET,KJo,94,0,6,2.2,1
100BB,CO,SB,THREE_BET,KTo,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,K9o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,K8o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,K7o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,K6o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,K5o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,K4o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,K3o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,K2o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,QJo,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,QTo,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q9o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q8o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q7o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q6o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q5o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q4o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q3o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,Q2o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,JTo,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J9o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J8o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J7o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J6o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J5o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J4o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J3o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,J2o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T9o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T8o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T7o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T6o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T5o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T4o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T3o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,T2o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,98o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,97o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,96o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,95o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,94o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,93o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,92o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,87o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,86o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,85o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,84o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,83o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,82o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,76o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,75o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,74o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,73o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,72o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,65o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,64o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,63o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,62o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,54o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,53o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,52o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,43o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,42o,100,0,0,NONE,1
100BB,CO,SB,THREE_BET,32o,100,0,0,NONE,1
100BB,CO,BB,UNOPENED,AA,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,KK,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,QQ,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,JJ,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,TT,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,99,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,88,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,77,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,66,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,55,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,44,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,33,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,22,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,AKs,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,AQs,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,AJs,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,ATs,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A9s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A8s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A7s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A6s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A5s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A4s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A3s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A2s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,KQs,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,KJs,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,KTs,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K9s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K8s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K7s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K6s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K5s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K4s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K3s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K2s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,QJs,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,QTs,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q9s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q8s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q7s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q6s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q5s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q4s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q3s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q2s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,JTs,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J9s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J8s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J7s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J6s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J5s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J4s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J3s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J2s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T9s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T8s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T7s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T6s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T5s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T4s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T3s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T2s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,98s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,97s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,96s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,95s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,94s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,93s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,92s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,87s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,86s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,85s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,84s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,83s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,82s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,76s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,75s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,74s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,73s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,72s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,65s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,64s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,63s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,62s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,54s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,53s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,52s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,43s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,42s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,32s,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,AKo,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,AQo,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,AJo,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,ATo,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A9o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A8o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A7o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A6o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A5o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A4o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A3o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,A2o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,KQo,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,KJo,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,KTo,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K9o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K8o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K7o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K6o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K5o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K4o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K3o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,K2o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,QJo,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,QTo,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q9o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q8o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q7o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q6o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q5o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q4o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q3o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,Q2o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,JTo,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J9o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J8o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J7o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J6o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J5o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J4o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J3o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,J2o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T9o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T8o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T7o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T6o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T5o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T4o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T3o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,T2o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,98o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,97o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,96o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,95o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,94o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,93o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,92o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,87o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,86o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,85o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,84o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,83o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,82o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,76o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,75o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,74o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,73o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,72o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,65o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,64o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,63o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,62o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,54o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,53o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,52o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,43o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,42o,0,0,0,NONE,0
100BB,CO,BB,UNOPENED,32o,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,AA,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,KK,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,QQ,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,JJ,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,TT,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,99,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,88,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,77,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,66,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,55,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,44,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,33,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,22,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,AKs,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,AQs,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,AJs,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,ATs,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,A9s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,A8s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,A7s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,A6s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,A5s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,A4s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,A3s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,A2s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,KQs,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,KJs,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,KTs,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,K9s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,K8s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,K7s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,K6s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,K5s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,K4s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,K3s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,K2s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,QJs,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,QTs,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,Q9s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,Q8s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,Q7s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,Q6s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,Q5s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,Q4s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,Q3s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,Q2s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,JTs,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,J9s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,J8s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,J7s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,J6s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,J5s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,J4s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,J3s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,J2s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,T9s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,T8s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,T7s,0,0,0,NONE,0
100BB,CO,BB,ONE_RAISE,T6s,0,0,0,NONE,0
